Age,Gender,Weight_kg,Height_cm,BMI,Sleep_hrs,Activity_Level,Water_Intake_L,Protein_g,Carbs_g,Fat_g,Fitness_Goal,Calories_kcal,Estimated_Maintenance_Calories,Caloric_Surplus_or_Deficit
35,Male,84.4,175.3,27.49,6.5,Moderate,2.98,135,461,88,Muscle Gain,3179,2742.9187500000003,436.0812499999997
36,Male,70.8,181.8,21.43,9.1,Sedentary,2.17,85,266,52,Maintenance,1870,2003.1,-133.0999999999999
23,Male,71.6,167.7,25.46,5.4,Sedentary,3.03,86,268,52,Maintenance,1890,1984.95,-94.94999999999982
60,Female,68.0,162.3,25.82,6.6,Moderate,2.46,82,353,64,Maintenance,2318,1911.73125,406.26875
35,Male,76.8,174.3,25.26,7.7,Sedentary,1.95,92,194,42,Weight Loss,1526,2024.85,-498.8499999999999
22,Male,84.5,175.7,27.35,7.3,Moderate,1.36,101,439,80,Maintenance,2880,2849.09375,30.90625
26,Female,60.6,159.9,23.69,7.1,Sedentary,2.48,73,227,44,Maintenance,1599,1577.25,21.75
57,Male,77.7,181.5,23.59,6.5,Moderate,2.63,93,403,74,Maintenance,2648,2528.63125,119.36875000000008
58,Female,63.6,165.8,23.15,6.1,Moderate,2.41,76,330,60,Maintenance,2169,1892.9375,276.0625
63,Male,80.6,185.9,23.32,6.2,Moderate,2.77,129,443,85,Muscle Gain,3049,2569.70625,479.2937499999998
26,Female,67.6,168.1,23.94,6.8,Moderate,2.06,81,351,64,Maintenance,2306,2225.21875,80.78125
33,Female,59.9,158.2,23.93,5.3,Moderate,2.46,72,217,43,Weight Loss,1542,1955.7125,-413.7125000000001
47,Female,49.3,165.4,18.01,7.3,Moderate,2.67,59,256,47,Maintenance,1680,1752.6625,-72.66250000000014
59,Male,59.1,170.2,20.38,6.3,Sedentary,1.7,71,222,43,Maintenance,1560,1637.7,-77.70000000000005
49,Female,61.6,159.5,24.19,6.7,Active,2.5,98,440,80,Muscle Gain,2873,2081.859375,791.140625
55,Female,70.5,155.0,29.35,7.3,Sedentary,2.84,113,292,60,Muscle Gain,2161,1485.3,675.7
39,Male,48.3,186.1,13.93,8.1,Moderate,2.03,77,288,54,Muscle Gain,1946,2256.99375,-310.9937500000001
40,Male,72.2,176.4,23.21,7.6,Moderate,2.9,87,375,68,Maintenance,2461,2525.725,-64.72499999999991
18,Male,46.6,170.2,16.11,7.0,Active,1.83,56,310,54,Maintenance,1950,2492.19375,-542.1937499999999
57,Female,66.6,149.5,29.77,7.0,Moderate,2.47,80,252,49,Weight Loss,1770,1789.28125,-19.28125
21,Male,77.2,171.7,26.18,6.8,Moderate,2.66,93,307,59,Weight Loss,2133,2704.94375,-571.9437499999999
62,Female,56.4,161.3,21.68,7.0,Active,2.26,90,408,74,Muscle Gain,2657,1899.440625,757.5593749999998
33,Male,72.5,174.0,23.93,6.2,Moderate,2.72,116,404,77,Muscle Gain,2771,2561.375,209.625
41,Female,61.3,163.6,22.91,5.4,Moderate,2.29,98,350,66,Muscle Gain,2390,1967.725,422.2749999999999
32,Male,72.3,163.2,27.16,6.5,Sedentary,2.53,87,177,39,Weight Loss,1409,1905.6,-496.5999999999999
26,Male,62.1,171.2,21.2,6.7,Sedentary,2.58,75,233,46,Maintenance,1640,1879.2,-239.19999999999985
64,Male,74.0,178.6,23.21,6.2,Moderate,3.51,89,291,56,Weight Loss,2025,2388.9375,-363.9375
39,Male,72.8,177.5,23.11,7.6,Active,2.81,117,511,93,Muscle Gain,3344,2841.721875,502.2781249999998
52,Female,67.6,164.5,25.01,6.9,Moderate,2.6,81,351,64,Maintenance,2306,1988.84375,317.15625
59,Male,64.6,175.6,20.93,8.5,Moderate,2.32,77,335,61,Maintenance,2202,2252.925,-50.92500000000018
43,Female,71.1,171.8,24.09,6.7,Active,1.95,85,378,69,Weight Loss,2471,2430.09375,40.90625
57,Male,80.1,179.3,24.92,6.0,Active,2.4,96,438,79,Weight Loss,2849,2831.8031250000004,17.196874999999636
63,Female,54.7,163.7,20.39,7.2,Moderate,2.67,66,284,52,Maintenance,1864,1695.89375,168.10625000000005
59,Female,59.7,165.6,21.76,6.6,Sedentary,2.28,72,224,44,Maintenance,1575,1411.2,163.79999999999995
45,Male,62.2,174.1,20.5,6.2,Sedentary,2.31,75,233,46,Maintenance,1641,1788.15,-147.14999999999986
34,Male,83.1,189.5,23.16,4.5,Active,2.4,133,575,105,Muscle Gain,3774,3191.8968750000004,582.1031249999996
37,Male,70.4,176.5,22.59,8.2,Active,2.31,84,374,68,Weight Loss,2443,2806.790625,-363.7906250000001
61,Male,88.0,170.8,30.16,8.4,Sedentary,2.82,141,351,73,Muscle Gain,2624,1977.0,647.0
22,Male,76.5,184.8,22.38,7.5,Sedentary,3.71,122,312,64,Muscle Gain,2318,2178.0,140.0
28,Female,54.5,158.0,21.82,8.7,Moderate,2.06,87,317,60,Muscle Gain,2158,1908.825,249.17499999999995
30,Male,90.2,180.2,27.77,5.8,Active,2.7,108,505,91,Weight Loss,3271,3248.6062500000003,22.393749999999727
33,Female,64.6,161.1,24.87,6.5,Moderate,2.6,77,335,61,Maintenance,2201,2056.65625,144.34375
45,Female,61.6,164.2,22.84,7.2,Active,3.24,99,441,80,Muscle Gain,2875,2167.03125,707.96875
55,Female,49.5,154.5,20.74,4.7,Sedentary,2.8,79,222,45,Muscle Gain,1607,1229.55,377.4500000000001
29,Female,55.7,166.5,20.08,5.7,Active,2.19,67,276,51,Weight Loss,1827,2228.053125,-401.0531249999999
56,Female,55.4,159.1,21.88,6.3,Moderate,2.01,89,322,61,Muscle Gain,2188,1716.43125,471.5687499999999
45,Male,46.1,173.8,15.27,5.7,Sedentary,2.41,55,79,20,Weight Loss,718,1592.7,-874.7
36,Female,61.5,169.9,21.3,6.5,Active,1.83,74,408,71,Maintenance,2571,2304.384375,266.6156249999999
34,Female,54.6,167.4,19.5,6.8,Moderate,2.3,66,190,38,Weight Loss,1362,1954.9375,-592.9375
20,Female,71.9,161.5,27.59,6.3,Moderate,2.72,86,373,68,Maintenance,2452,2274.43125,177.5687499999999
64,Male,67.1,173.9,22.2,6.5,Sedentary,2.41,81,252,49,Maintenance,1773,1731.45,41.54999999999996
56,Male,93.0,184.8,27.22,7.4,Moderate,3.04,149,502,96,Muscle Gain,3471,2805.5,665.5
52,Male,73.4,161.7,28.07,8.5,Active,2.64,117,514,94,Muscle Gain,3368,2569.603125,798.3968749999999
61,Female,67.3,168.1,23.81,6.9,Moderate,2.01,81,349,64,Maintenance,2293,1949.31875,343.68124999999986
46,Male,62.6,178.5,19.64,9.4,Active,2.61,75,322,59,Weight Loss,2115,2616.178125,-501.1781249999999
35,Female,66.6,167.5,23.73,10.0,Sedentary,2.89,80,156,35,Weight Loss,1258,1652.25,-394.25
26,Male,80.4,171.6,27.31,7.6,Sedentary,3.02,129,326,67,Muscle Gain,2423,2101.8,321.2000000000003
53,Male,84.7,175.4,27.54,7.3,Active,2.94,102,562,98,Maintenance,3541,2903.6062500000003,637.3937499999997
22,Male,77.1,180.1,23.76,7.4,Active,2.43,92,418,76,Weight Loss,2721,3090.5531250000004,-369.5531250000004
62,Male,71.3,180.4,21.92,4.8,Sedentary,2.47,86,267,52,Maintenance,1883,1842.6,40.40000000000009
60,Female,55.0,164.1,20.41,5.9,Sedentary,2.27,66,206,40,Maintenance,1451,1337.55,113.45000000000005
51,Male,82.6,177.8,26.15,8.7,Sedentary,2.88,99,216,47,Weight Loss,1682,2024.7,-342.6999999999998
47,Male,69.0,176.7,22.09,7.1,Moderate,2.97,83,358,65,Maintenance,2353,2424.78125,-71.78125
24,Female,75.3,163.3,28.25,7.2,Sedentary,2.93,90,282,55,Maintenance,1988,1791.15,196.8500000000001
28,Male,52.8,184.0,15.59,7.3,Sedentary,2.74,63,104,25,Weight Loss,894,1851.6,-957.6
41,Male,72.7,183.7,21.52,8.0,Moderate,2.39,116,405,77,Muscle Gain,2777,2596.44375,180.5562500000001
56,Male,59.6,171.1,20.37,7.4,Moderate,2.04,72,310,56,Maintenance,2034,2155.08125,-121.08125000000018
39,Male,65.9,181.5,20.0,5.9,Sedentary,2.21,79,153,34,Weight Loss,1239,1924.05,-685.05
55,Male,99.4,168.3,35.08,6.0,Moderate,1.9,119,516,94,Maintenance,3390,2752.6062500000003,637.3937499999997
60,Female,62.5,167.1,22.39,5.2,Sedentary,2.25,75,235,46,Maintenance,1651,1450.05,200.95000000000005
46,Male,81.1,167.6,28.88,7.8,Active,2.45,97,538,94,Maintenance,3389,2817.7875000000004,571.2124999999996
31,Male,63.8,177.6,20.21,6.4,Moderate,2.15,102,362,69,Muscle Gain,2474,2476.9,-2.900000000000091
22,Male,87.5,174.7,28.7,7.3,Sedentary,2.54,105,328,64,Maintenance,2311,2234.25,76.75
35,Female,58.0,156.1,23.8,6.5,Active,1.85,70,385,67,Maintenance,2424,2103.853125,320.1468749999999
32,Female,59.9,159.6,23.52,7.0,Active,1.62,96,430,78,Muscle Gain,2804,2200.2375,603.7624999999998
42,Male,85.3,164.8,31.4,6.8,Sedentary,2.47,136,342,71,Muscle Gain,2551,2013.6,537.4000000000001
29,Male,80.9,178.5,25.39,7.4,Moderate,2.86,129,444,85,Muscle Gain,3059,2766.1687500000003,292.8312499999997
29,Female,60.9,166.6,21.92,5.3,Moderate,2.35,73,222,44,Weight Loss,1576,2083.5875,-507.5875000000001
26,Female,59.0,164.7,21.75,6.5,Moderate,2.55,94,339,64,Muscle Gain,2312,2058.9812500000003,253.01874999999973
40,Female,58.9,150.3,26.07,7.0,Moderate,2.05,94,339,64,Muscle Gain,2308,1809.43125,498.5687499999999
36,Female,57.7,162.7,21.78,5.6,Sedentary,3.06,69,216,42,Maintenance,1522,1503.45,18.549999999999955
20,Female,53.6,165.7,19.51,6.6,Moderate,2.62,64,184,37,Weight Loss,1327,2031.46875,-704.46875
59,Female,61.7,154.4,25.9,9.0,Moderate,3.04,74,321,58,Maintenance,2104,1745.3,358.70000000000005
35,Female,72.3,166.6,26.05,6.4,Moderate,3.23,87,375,68,Maintenance,2464,2213.7875,250.2125000000001
26,Female,62.5,161.8,23.87,5.7,Sedentary,2.92,100,266,54,Muscle Gain,1950,1614.3,335.70000000000005
29,Male,66.7,168.4,23.52,6.7,Moderate,2.2,107,376,72,Muscle Gain,2575,2448.225,126.77500000000008
33,Male,81.2,177.9,25.67,8.9,Sedentary,2.56,97,211,46,Weight Loss,1644,2116.65,-472.6500000000001
57,Male,66.5,170.7,22.84,8.1,Sedentary,2.74,106,279,57,Muscle Gain,2056,1742.25,313.75
38,Female,55.7,161.6,21.32,6.6,Moderate,2.91,67,195,39,Weight Loss,1399,1884.8,-485.8
19,Male,67.2,179.9,20.75,9.0,Sedentary,2.31,81,252,49,Maintenance,1773,2047.65,-274.64999999999986
52,Male,74.8,173.9,24.73,6.2,Moderate,2.89,90,388,71,Maintenance,2551,2448.80625,102.19374999999992
56,Female,55.5,164.7,20.45,6.4,Sedentary,2.67,89,242,49,Muscle Gain,1765,1372.05,392.9500000000001
30,Male,79.6,167.3,28.46,6.3,Sedentary,2.67,96,299,58,Maintenance,2103,2035.95,67.05000000000018
42,Female,73.4,159.0,29.04,8.3,Moderate,2.8,88,288,56,Weight Loss,2004,2102.9625,-98.96250000000008
63,Female,60.3,159.4,23.73,5.3,Sedentary,2.19,97,258,53,Muscle Gain,1892,1347.9,544.1000000000001
50,Male,64.8,179.5,20.1,6.4,Sedentary,3.1,78,149,34,Weight Loss,1210,1829.85,-619.8499999999999
62,Female,74.7,163.0,28.14,6.7,Active,2.43,90,496,87,Maintenance,3124,2233.44375,890.5562500000001
41,Female,74.2,160.6,28.76,6.6,Moderate,2.15,89,385,70,Maintenance,2530,2138.6125,391.3874999999998
58,Female,66.8,178.0,21.07,5.7,Moderate,2.6,80,347,63,Maintenance,2277,2060.725,216.2750000000001
64,Female,53.8,160.7,20.8,9.0,Moderate,1.95,86,314,59,Muscle Gain,2133,1645.13125,487.8687499999999
29,Male,68.7,172.5,23.1,6.3,Moderate,2.97,82,263,51,Weight Loss,1843,2518.94375,-675.9437499999999
48,Female,77.8,149.4,34.86,5.6,Sedentary,1.87,124,317,65,Muscle Gain,2353,1572.9,780.1000000000001
47,Male,80.1,174.1,26.42,7.6,Active,2.8,96,532,93,Maintenance,3349,2861.9906250000004,487.0093749999997
28,Female,52.8,163.2,19.81,6.0,Active,2.56,63,257,47,Weight Loss,1706,2151.0750000000003,-445.0750000000003
60,Female,74.8,165.1,27.44,5.9,Moderate,2.16,120,415,79,Muscle Gain,2851,2044.25625,806.7437499999999
36,Female,64.2,153.9,27.09,7.6,Moderate,2.05,77,240,47,Weight Loss,1689,1957.45625,-268.45624999999995
45,Female,72.5,161.6,27.76,5.9,Sedentary,2.91,116,299,62,Muscle Gain,2215,1618.8,596.2
63,Male,62.8,172.0,21.23,7.1,Sedentary,2.87,101,267,54,Muscle Gain,1959,1671.6,287.4000000000001
55,Male,80.5,176.0,25.99,7.1,Active,2.68,129,558,102,Muscle Gain,3664,2820.375,843.625
54,Female,67.1,157.6,27.03,7.6,Moderate,3.05,81,348,64,Maintenance,2288,1898.75,389.25
59,Female,58.2,170.0,20.12,7.5,Active,2.94,93,419,76,Muscle Gain,2732,2050.1625,681.8375000000001
50,Female,59.8,161.7,22.86,6.9,Moderate,2.82,72,310,57,Maintenance,2038,1856.31875,181.68124999999984
40,Male,66.7,193.3,17.84,7.3,Active,2.59,107,472,86,Muscle Gain,3087,2898.2156250000003,188.78437499999973
36,Male,72.1,180.7,22.07,6.2,Sedentary,3.16,87,270,53,Maintenance,1903,2010.45,-107.44999999999982
55,Female,50.2,154.6,21.0,7.5,Moderate,2.25,60,261,48,Maintenance,1711,1599.9875,111.01250000000005
51,Male,85.5,177.6,27.11,6.8,Sedentary,2.04,137,343,71,Muscle Gain,2557,2058.0,499.0
26,Female,61.3,154.3,25.72,7.8,Sedentary,2.65,98,261,53,Muscle Gain,1917,1543.65,373.35000000000014
25,Male,78.6,161.9,30.02,6.2,Sedentary,2.8,126,320,66,Muscle Gain,2376,2013.45,362.5500000000002
50,Female,56.8,166.4,20.52,7.6,Moderate,2.28,68,295,54,Maintenance,1938,1855.35,82.64999999999986
51,Male,81.4,188.1,23.02,7.1,Sedentary,3.75,98,212,46,Weight Loss,1650,2087.55,-437.5499999999997
27,Male,63.7,175.7,20.63,8.0,Moderate,2.97,102,362,69,Muscle Gain,2472,2487.94375,-15.943749999999907
63,Female,63.3,162.4,23.97,8.4,Moderate,2.64,76,329,60,Maintenance,2157,1816.6,340.39999999999986
62,Female,64.4,176.2,20.74,6.0,Moderate,3.12,77,334,61,Maintenance,2195,1975.0875,219.9124999999999
50,Female,67.3,157.0,27.3,5.8,Sedentary,2.76,108,282,58,Muscle Gain,2076,1491.9,584.1000000000001
54,Male,69.4,181.6,21.06,6.4,Moderate,2.59,83,267,52,Weight Loss,1868,2424.2000000000003,-556.2000000000003
29,Female,54.6,163.4,20.46,5.3,Sedentary,1.86,66,111,26,Weight Loss,943,1513.5,-570.5
32,Female,55.2,159.2,21.8,8.5,Active,4.08,66,367,64,Maintenance,2309,2114.85,194.1500000000001
59,Female,52.8,159.5,20.75,5.7,Moderate,2.05,63,274,50,Maintenance,1799,1656.75625,142.24374999999986
57,Female,66.5,157.7,26.74,8.9,Sedentary,2.66,80,156,35,Weight Loss,1256,1445.55,-189.54999999999995
20,Male,79.3,177.0,25.31,7.2,Moderate,2.43,95,412,75,Maintenance,2703,2796.5875,-93.58750000000008
32,Female,59.6,158.8,23.62,4.9,Sedentary,2.59,72,224,44,Maintenance,1573,1521.0,52.0
38,Male,78.1,179.3,24.3,7.7,Moderate,1.75,125,431,82,Muscle Gain,2964,2660.76875,303.2312499999998
29,Female,71.3,168.0,25.29,5.0,Moderate,2.66,114,398,76,Muscle Gain,2733,2258.35,474.6500000000001
25,Female,69.3,176.6,22.21,5.9,Sedentary,3.76,111,288,59,Muscle Gain,2130,1812.9,317.10000000000014
23,Male,97.6,177.1,31.11,7.9,Moderate,1.88,117,413,79,Weight Loss,2830,3057.95625,-227.95625000000015
49,Male,81.7,187.5,23.24,6.6,Moderate,2.42,98,330,63,Weight Loss,2285,2710.75625,-425.7562499999999
34,Female,48.3,162.8,18.21,7.4,Moderate,2.1,77,288,54,Muscle Gain,1945,1812.725,132.27499999999986
54,Female,46.6,163.5,17.41,6.4,Sedentary,1.95,56,81,20,Weight Loss,729,1268.25,-539.25
44,Female,67.9,165.8,24.7,6.2,Moderate,2.95,81,259,50,Weight Loss,1815,2068.0875,-253.0875000000001
35,Male,67.0,174.2,22.09,7.1,Sedentary,2.78,80,157,35,Weight Loss,1269,1906.5,-637.5
35,Male,56.8,191.4,15.52,6.4,Sedentary,2.29,68,213,42,Maintenance,1500,1913.1,-413.0999999999999
25,Female,66.7,166.5,24.06,5.3,Sedentary,2.43,107,280,57,Muscle Gain,2060,1705.95,354.04999999999995
42,Female,60.2,154.1,25.36,6.5,Moderate,3.18,72,219,43,Weight Loss,1553,1850.89375,-297.89374999999995
35,Male,95.0,173.7,31.5,7.3,Active,2.75,114,631,110,Maintenance,3972,3218.203125,753.796875
29,Male,65.2,167.4,23.28,5.7,Moderate,2.06,78,339,62,Maintenance,2224,2415.2875,-191.2874999999999
35,Male,80.4,180.3,24.75,6.6,Moderate,2.35,97,324,62,Weight Loss,2243,2729.3562500000003,-486.3562500000003
57,Male,85.7,169.8,29.73,7.2,Sedentary,2.62,103,321,63,Maintenance,2262,1965.9,296.10000000000014
30,Male,78.5,176.3,25.25,8.6,Moderate,2.63,94,408,74,Maintenance,2676,2699.90625,-23.90625
41,Female,52.7,162.7,19.91,5.7,Moderate,3.14,63,180,36,Weight Loss,1297,1825.70625,-528.70625
56,Male,80.0,167.7,28.47,6.5,Moderate,3.03,128,440,84,Muscle Gain,3029,2438.34375,590.65625
60,Male,74.8,177.5,23.74,8.5,Active,2.05,90,496,87,Maintenance,3125,2695.096875,429.9031249999998
48,Male,74.4,169.5,25.9,6.8,Sedentary,1.63,119,305,63,Muscle Gain,2263,1882.05,380.9500000000001
60,Female,75.3,157.7,30.26,6.7,Active,3.37,120,526,96,Muscle Gain,3447,2203.9031250000003,1243.0968749999995
24,Female,51.8,157.5,20.86,8.4,Sedentary,2.45,83,230,46,Muscle Gain,1667,1465.65,201.3500000000001
60,Female,63.3,163.6,23.63,6.3,Sedentary,2.37,76,237,46,Maintenance,1670,1433.4,236.6000000000001
41,Male,85.3,182.8,25.5,5.5,Sedentary,2.08,136,342,71,Muscle Gain,2551,2154.6,396.4000000000001
36,Male,78.8,176.3,25.36,6.7,Active,2.44,95,429,78,Weight Loss,2795,2958.159375,-163.15937500000018
64,Male,66.9,184.9,19.56,8.9,Sedentary,1.87,80,251,49,Maintenance,1765,1811.55,-46.54999999999996
46,Male,85.7,181.1,26.14,7.7,Moderate,1.66,137,467,90,Muscle Gain,3223,2734.00625,488.9937500000001
64,Male,76.4,184.7,22.39,7.8,Sedentary,2.45,122,312,64,Muscle Gain,2316,1924.05,391.9500000000001
34,Male,78.7,179.7,24.37,7.7,Active,2.73,94,522,91,Maintenance,3288,3010.3406250000003,277.6593749999997
46,Female,66.4,172.8,22.23,8.1,Sedentary,1.79,106,279,57,Muscle Gain,2052,1623.6,428.4000000000001
45,Female,79.8,161.8,30.48,6.3,Moderate,2.81,96,321,62,Weight Loss,2222,2206.0375,15.962500000000093
34,Male,70.9,170.7,24.34,8.6,Active,2.33,85,471,82,Maintenance,2964,2778.759375,185.2406249999999
31,Male,78.7,167.8,27.94,5.6,Sedentary,3.44,94,295,58,Maintenance,2077,2022.9,54.100000000000136
23,Male,75.4,172.9,25.23,8.1,Moderate,2.24,90,392,71,Maintenance,2571,2673.1687500000003,-102.16875000000029
51,Female,74.1,165.4,27.06,6.2,Sedentary,3.35,118,304,63,Muscle Gain,2255,1630.5,624.5
35,Female,56.4,164.5,20.86,6.4,Sedentary,2.29,68,212,41,Maintenance,1490,1507.35,-17.34999999999991
22,Male,64.0,171.0,21.87,8.5,Active,2.3,77,425,74,Maintenance,2674,2766.46875,-92.46875
49,Male,66.3,174.8,21.72,7.0,Active,2.57,80,440,77,Maintenance,2772,2614.2375,157.76249999999982
56,Female,62.6,168.0,22.15,7.1,Moderate,2.48,100,356,68,Muscle Gain,2433,1914.25,518.75
19,Male,72.3,168.0,25.62,9.3,Moderate,3.07,87,375,68,Maintenance,2465,2608.65,-143.6500000000001
23,Male,79.9,184.8,23.4,6.7,Sedentary,2.11,96,206,45,Weight Loss,1610,2212.8,-602.7999999999997
59,Female,64.0,165.2,23.43,7.8,Moderate,2.44,77,332,61,Maintenance,2181,1885.575,295.42499999999995
61,Male,82.0,176.9,26.18,7.8,Moderate,2.74,131,449,86,Muscle Gain,3095,2519.71875,575.28125
23,Female,57.9,147.8,26.47,7.0,Sedentary,2.2,69,123,29,Weight Loss,1027,1472.1,-445.0999999999999
48,Female,55.2,156.7,22.48,7.3,Moderate,1.57,66,287,52,Maintenance,1883,1752.08125,130.91875000000005
42,Male,74.8,179.7,23.19,7.4,Sedentary,2.15,90,281,55,Maintenance,1976,1999.35,-23.34999999999991
60,Male,66.7,178.5,20.95,6.5,Moderate,2.31,107,376,72,Muscle Gain,2576,2305.81875,270.1812500000001
45,Female,59.9,156.5,24.45,5.4,Moderate,2.61,72,311,57,Maintenance,2042,1846.24375,195.7562499999999
26,Female,66.0,156.6,26.91,8.4,Active,2.05,106,468,85,Muscle Gain,3058,2324.86875,733.1312499999999
50,Female,57.6,158.0,23.06,7.2,Moderate,2.23,92,332,63,Muscle Gain,2264,1786.375,477.625
30,Male,69.1,176.8,22.1,7.1,Sedentary,2.54,83,259,51,Maintenance,1824,1981.2,-157.19999999999982
32,Female,70.8,153.1,30.22,7.6,Moderate,2.73,113,396,75,Muscle Gain,2715,2083.00625,631.9937500000001
55,Female,74.4,159.8,29.12,5.9,Moderate,2.84,89,386,70,Maintenance,2536,2025.4625,510.5374999999999
47,Male,82.0,184.9,23.96,8.5,Moderate,2.31,131,449,86,Muscle Gain,3095,2705.71875,389.28125
62,Male,68.8,182.7,20.59,6.1,Moderate,3.4,110,386,73,Muscle Gain,2644,2363.55625,280.4437499999999
59,Female,52.4,161.8,20.02,6.8,Sedentary,2.18,84,232,47,Muscle Gain,1683,1295.1,387.9000000000001
58,Male,85.2,183.9,25.17,8.3,Moderate,2.14,136,464,89,Muscle Gain,3204,2660.38125,543.6187500000001
44,Male,83.0,164.4,30.69,5.3,Active,1.76,133,574,105,Muscle Gain,3769,2833.3125,935.6875
53,Male,82.7,178.3,26.01,6.7,Moderate,2.55,99,429,78,Maintenance,2819,2606.13125,212.8687500000001
33,Female,62.1,152.2,26.81,6.4,Active,1.74,99,444,80,Muscle Gain,2898,2149.78125,748.21875
37,Male,74.5,166.9,26.76,6.1,Active,2.64,89,494,87,Maintenance,3114,2774.015625,339.984375
27,Female,61.5,156.5,25.1,6.8,Moderate,1.72,74,225,44,Weight Loss,1595,2010.54375,-415.5437500000001
51,Female,53.6,166.3,19.36,6.0,Active,2.64,64,262,48,Weight Loss,1739,1999.921875,-260.921875
45,Male,62.3,183.2,18.56,8.1,Moderate,1.99,100,355,67,Muscle Gain,2425,2399.4,25.59999999999991
57,Male,73.7,182.9,22.01,7.9,Sedentary,2.41,118,303,62,Muscle Gain,2245,1920.15,324.85000000000014
30,Male,66.8,171.5,22.72,6.0,Sedentary,1.5,80,251,49,Maintenance,1764,1913.85,-149.8499999999999
47,Male,58.8,171.1,20.07,7.1,Moderate,2.69,71,305,56,Maintenance,2003,2212.43125,-209.4312500000001
47,Male,78.5,170.9,26.86,6.2,Active,2.51,94,427,77,Weight Loss,2780,2799.890625,-19.890625
29,Male,74.6,171.4,25.37,7.2,Sedentary,2.34,89,186,41,Weight Loss,1468,2012.7,-544.6999999999998
22,Female,65.3,167.5,23.29,6.1,Sedentary,1.81,105,275,56,Muscle Gain,2024,1714.65,309.35000000000014
43,Female,57.4,160.5,22.29,6.8,Sedentary,2.63,92,249,50,Muscle Gain,1816,1441.35,374.6500000000001
36,Female,64.2,166.0,23.3,6.8,Active,2.2,103,456,83,Muscle Gain,2982,2308.9125,673.0875000000001
45,Female,67.4,155.5,27.88,6.7,Moderate,2.58,81,256,50,Weight Loss,1797,1952.80625,-155.8062500000001
54,Male,70.4,174.2,23.19,9.0,Moderate,2.59,84,366,67,Maintenance,2400,2368.0125000000003,31.987499999999727
25,Female,65.3,160.2,25.44,6.2,Moderate,2.28,104,369,70,Muscle Gain,2526,2120.7875,405.2125000000001
31,Male,67.1,179.7,20.78,7.3,Active,3.19,81,352,64,Weight Loss,2305,2836.1156250000004,-531.1156250000004
27,Female,56.7,160.7,21.94,5.3,Active,2.86,68,376,66,Maintenance,2369,2200.021875,168.9781250000001
18,Female,58.9,158.3,23.51,6.9,Moderate,2.45,71,306,56,Maintenance,2009,2057.43125,-48.43125000000009
47,Female,57.2,159.9,22.37,5.6,Moderate,3.59,92,331,63,Muscle Gain,2251,1821.83125,429.1687500000001
46,Female,68.2,162.0,25.96,8.1,Sedentary,2.06,82,256,50,Maintenance,1800,1564.2,235.79999999999995
39,Female,71.8,168.1,25.4,6.2,Moderate,3.06,115,400,76,Muscle Gain,2748,2189.56875,558.4312500000001
35,Male,66.0,168.5,23.23,6.4,Active,2.23,79,438,77,Maintenance,2758,2661.890625,96.109375
36,Female,65.9,167.1,23.6,8.2,Moderate,1.91,79,248,49,Weight Loss,1747,2111.68125,-364.6812500000001
53,Male,76.5,173.5,25.42,6.1,Moderate,2.7,92,304,59,Weight Loss,2110,2463.53125,-353.53125
33,Female,75.6,153.6,32.04,5.9,Moderate,2.63,121,419,80,Muscle Gain,2877,2154.5,722.5
49,Male,68.7,174.7,22.5,8.3,Active,2.52,82,456,80,Maintenance,2871,2654.5593750000003,216.44062499999973
43,Male,83.4,176.9,26.66,7.0,Active,2.22,134,577,105,Muscle Gain,3788,2983.603125,804.3968749999999
51,Male,93.9,166.4,33.9,8.0,Sedentary,2.81,150,371,77,Muscle Gain,2778,2074.8,703.2000000000003
39,Female,50.2,162.5,19.02,7.3,Active,2.37,60,239,44,Weight Loss,1598,2003.803125,-405.80312500000014
57,Female,72.6,166.9,26.05,7.2,Moderate,2.56,87,283,55,Weight Loss,1975,2050.84375,-75.84375
53,Female,64.2,162.7,24.28,8.8,Moderate,2.3,103,364,69,Muscle Gain,2490,1910.95625,579.04375
52,Male,72.8,159.8,28.52,6.2,Active,3.28,87,483,85,Maintenance,3045,2538.76875,506.2312499999998
